1.00
*     IK    IR          PSIn       B_ratio
       3    47     0.9964576     0.0891629     0.0472178
       4    47     0.9964575     0.0889636     0.0472188
       5    47     0.9964576     0.0886776     0.0472175
       6    47     0.9964606     0.0882424     0.0471771
       7    47     0.9964655     0.0875827     0.0471116
       8    47     0.9964657     0.0866193     0.0471088
       9    47     0.9964639     0.0852725     0.0471328
      10    47     0.9964633     0.0834582     0.0471417
      11    47     0.9964682     0.0810794     0.0470758
      12    47     0.9964598     0.0780148     0.0471876
      13    47     0.9964636     0.0741113     0.0471376
      14    47     0.9964660     0.0691974     0.0471060
      15    47     0.9964653     0.0631231     0.0471141
      16    47     0.9964626     0.0557855     0.0471503
      17    47     0.9964610     0.0471002     0.0471726
      18    47     0.9964608     0.0370173     0.0471743
      19    47     0.9964688     0.0266202     0.0470680
      20    47     0.9964796     0.0190047     0.0469237
      21    47     0.9964696     0.0193946     0.0470570
      22    47     0.9964582     0.0288968     0.0472096
      23    47     0.9964466     0.0426922     0.0473641
      24    47     0.9964558     0.0558535     0.0472416
      25    47     0.9964482     0.0676779     0.0473427
      26    47     0.9964553     0.0781665     0.0472484
      27    47     0.9964489     0.0873026     0.0473331
      28    47     0.9964582     0.0950274     0.0472092
      29    47     0.9964498     0.1013620     0.0473210
      30    47     0.9964612     0.1064418     0.0471691
      31    47     0.9964460     0.1104459     0.0473722
      32    47     0.9964467     0.1135375     0.0473628
      33    47     0.9964425     0.1158557     0.0474181
      34    47     0.9964585     0.1175258     0.0472059
      35    47     0.9964552     0.1186728     0.0472495
      36    47     0.9964460     0.1194292     0.0473718
      37    47     0.9964444     0.1199254     0.0473931
      38    47     0.9964450     0.1202710     0.0473848
      39    47     0.9964472     0.1205446     0.0473557
      40    47     0.9964493     0.1208074     0.0473275
       1    48     0.9974823     0.0890150     0.0335583
       2    48     0.9974834     0.0888637     0.0335447
       3    48     0.9974845     0.0887050     0.0335291
       4    48     0.9974859     0.0885040     0.0335105
       5    48     0.9974879     0.0882156     0.0334842
       6    48     0.9974903     0.0877764     0.0334523
       7    48     0.9974886     0.0871100     0.0334750
       8    48     0.9974859     0.0861364     0.0335109
       9    48     0.9974813     0.0847751     0.0335724
      10    48     0.9974895     0.0829423     0.0334629
      11    48     0.9974840     0.0805407     0.0335357
      12    48     0.9974877     0.0774506     0.0334874
      13    48     0.9974834     0.0735261     0.0335447
      14    48     0.9974825     0.0686094     0.0335562
      15    48     0.9974857     0.0625633     0.0335135
      16    48     0.9974868     0.0552749     0.0334990
      17    48     0.9974876     0.0466218     0.0334887
      18    48     0.9974824     0.0364528     0.0335576
      19    48     0.9974889     0.0254909     0.0334706
      20    48     0.9974946     0.0166963     0.0333955
      21    48     0.9974914     0.0171900     0.0334375
      22    48     0.9974788     0.0279848     0.0336059
      23    48     0.9974796     0.0422509     0.0335952
      24    48     0.9974722     0.0554243     0.0336937
      25    48     0.9974673     0.0671416     0.0337590
      26    48     0.9974727     0.0774819     0.0336873
      27    48     0.9974737     0.0864830     0.0336735
      28    48     0.9974799     0.0941281     0.0335904
      29    48     0.9974730     0.1004384     0.0336835
      30    48     0.9974854     0.1055231     0.0335180
      31    48     0.9974673     0.1095413     0.0337590
      32    48     0.9974677     0.1126482     0.0337541
      33    48     0.9974639     0.1149797     0.0338037
      34    48     0.9974793     0.1166600     0.0335987
      35    48     0.9974743     0.1178140     0.0336653
      36    48     0.9974681     0.1185745     0.0337488
      37    48     0.9974644     0.1190727     0.0337974
      38    48     0.9974636     0.1194193     0.0338077
      39    48     0.9974651     0.1196937     0.0337888
      40    48     0.9974664     0.1199576     0.0337715
       1    49     0.9983757     0.0886152     0.0216510
       2    49     0.9983761     0.0884626     0.0216451
       3    49     0.9983766     0.0883026     0.0216389
       4    49     0.9983771     0.0881001     0.0216320
       5    49     0.9983779     0.0878092     0.0216209
       6    49     0.9983756     0.0873656     0.0216515
       7    49     0.9983698     0.0866915     0.0217288
       8    49     0.9983693     0.0857060     0.0217356
       9    49     0.9983724     0.0843284     0.0216949
      10    49     0.9983766     0.0824752     0.0216387
      11    49     0.9983687     0.0800492     0.0217444
      12    49     0.9983757     0.0769337     0.0216507
      13    49     0.9983759     0.0729927     0.0216480
      14    49     0.9983729     0.0680840     0.0216886
      15    49     0.9983771     0.0620775     0.0216319
      16    49     0.9983791     0.0548459     0.0216048
      17    49     0.9983688     0.0462336     0.0217423
      18    49     0.9983758     0.0360146     0.0216492
      19    49     0.9983768     0.0245256     0.0216357
      20    49     0.9983784     0.0144425     0.0216151
      21    49     0.9983836     0.0150691     0.0215448
      22    49     0.9983664     0.0273011     0.0217739
      23    49     0.9983682     0.0419261     0.0217513
      24    49     0.9983547     0.0550860     0.0219312
      25    49     0.9983548     0.0667024     0.0219294
      26    49     0.9983546     0.0769034     0.0219319
      27    49     0.9983672     0.0857677     0.0217642
      28    49     0.9983617     0.0933212     0.0218375
      29    49     0.9983612     0.0995972     0.0218446
      30    49     0.9983719     0.1046851     0.0217016
      31    49     0.9983541     0.1087204     0.0219385
      32    49     0.9983561     0.1118468     0.0219126
      33    49     0.9983513     0.1141955     0.0219755
      34    49     0.9983719     0.1158890     0.0217007
      35    49     0.9983620     0.1170518     0.0218330
      36    49     0.9983550     0.1178177     0.0219270
      37    49     0.9983546     0.1183187     0.0219321
      38    49     0.9983545     0.1186667     0.0219337
      39    49     0.9983546     0.1189422     0.0219322
      40    49     0.9983549     0.1192077     0.0219274
       1    50     0.9991146     0.0882826     0.0118017
       2    50     0.9991145     0.0881283     0.0118033
       3    50     0.9991145     0.0879670     0.0118032
       4    50     0.9991146     0.0877628     0.0118019
       5    50     0.9991130     0.0874690     0.0118226
       6    50     0.9991065     0.0870201     0.0119095
       7    50     0.9991031     0.0863368     0.0119547
       8    50     0.9991111     0.0853377     0.0118477
       9    50     0.9991151     0.0839426     0.0117947
      10    50     0.9991090     0.0820671     0.0118759
      11    50     0.9991130     0.0796159     0.0118230
      12    50     0.9991091     0.0764781     0.0118750
      13    50     0.9991151     0.0725289     0.0117949
      14    50     0.9991158     0.0676399     0.0117851
      15    50     0.9991174     0.0616810     0.0117647
      16    50     0.9991123     0.0545061     0.0118318
      17    50     0.9991096     0.0459372     0.0118682
      18    50     0.9991076     0.0356977     0.0118952
      19    50     0.9991187     0.0237814     0.0117465
      20    50     0.9991217     0.0123017     0.0117066
      21    50     0.9991246     0.0130807     0.0116685
      22    50     0.9990988     0.0268550     0.0120128
      23    50     0.9990949     0.0417064     0.0120641
      24    50     0.9990953     0.0548372     0.0120588
      25    50     0.9990972     0.0663666     0.0120335
      26    50     0.9990915     0.0764467     0.0121095
      27    50     0.9991068     0.0851820     0.0119062
      28    50     0.9991011     0.0926356     0.0119817
      29    50     0.9990971     0.0988633     0.0120344
      30    50     0.9991083     0.1039462     0.0118857
      31    50     0.9990936     0.1079978     0.0120811
      32    50     0.9990962     0.1111460     0.0120471
      33    50     0.9990911     0.1135151     0.0121146
      34    50     0.9991086     0.1152250     0.0118821
      35    50     0.9991048     0.1163993     0.0119327
      36    50     0.9990943     0.1171719     0.0120726
      37    50     0.9990936     0.1176766     0.0120821
      38    50     0.9990958     0.1180268     0.0120523
      39    50     0.9990973     0.1183038     0.0120319
      40    50     0.9990990     0.1185715     0.0120102
       1    51     0.9996938     0.0880180     0.0040815
       2    51     0.9996933     0.0878690     0.0040877
       3    51     0.9996930     0.0877295     0.0040918
       4    51     0.9996926     0.0875470     0.0040968
       5    51     0.9996885     0.0872629     0.0041522
       6    51     0.9996845     0.0868091     0.0042048
       7    51     0.9996876     0.0861100     0.0041644
       8    51     0.9996981     0.0850885     0.0040242
       9    51     0.9996965     0.0836663     0.0040456
      10    51     0.9996831     0.0817599     0.0042240
      11    51     0.9996969     0.0792786     0.0040397
      12    51     0.9996889     0.0761204     0.0041469
      13    51     0.9996928     0.0721715     0.0040945
      14    51     0.9996960     0.0673088     0.0040518
      15    51     0.9996940     0.0613948     0.0040781
      16    51     0.9996901     0.0542669     0.0041309
      17    51     0.9996975     0.0457341     0.0040315
      18    51     0.9996862     0.0354939     0.0041826
      19    51     0.9996937     0.0232983     0.0040825
      20    51     0.9996972     0.0097635     0.0040363
      21    51     0.9998081     0.0106825     0.0025581
      22    51     0.9996822     0.0266273     0.0042355
      23    51     0.9996766     0.0415793     0.0043104
      24    51     0.9996819     0.0546790     0.0042397
      25    51     0.9996830     0.0661449     0.0042253
      26    51     0.9996733     0.0761358     0.0043543
      27    51     0.9996886     0.0847686     0.0041502
      28    51     0.9996841     0.0921318     0.0042108
      29    51     0.9996793     0.0983072     0.0042753
      30    51     0.9996936     0.1033819     0.0040845
      31    51     0.9996754     0.1074556     0.0043263
      32    51     0.9996768     0.1106393     0.0043083
      33    51     0.9996726     0.1130459     0.0043643
      34    51     0.9996851     0.1147897     0.0041971
      35    51     0.9996845     0.1159890     0.0042050
      36    51     0.9996751     0.1167697     0.0043303
      37    51     0.9996718     0.1172585     0.0043751
      38    51     0.9996730     0.1175724     0.0043592
