1.00
*     IK    IR          PSIn       B_ratio
       2    18     1.0548738     0.0380814    -0.0164100
       3    18     1.0548111     0.0388702    -0.0163913
       4    18     1.0548127     0.0397746    -0.0163918
       5    18     1.0547461     0.0408194    -0.0163718
       6    18     1.0547417     0.0420219    -0.0163705
       7    18     1.0547136     0.0433741    -0.0163621
       8    18     1.0546691     0.0448564    -0.0163488
       9    18     1.0546635     0.0464314    -0.0163471
      10    18     1.0546884     0.0480548    -0.0163546
      11    18     1.0546440     0.0497013    -0.0163413
      12    18     1.0546028     0.0513694    -0.0163290
      13    18     1.0545827     0.0530802    -0.0163230
      14    18     1.0545907     0.0548859    -0.0163254
      15    18     1.0546200     0.0570318    -0.0163341
      16    18     1.0545838     0.0633577    -0.0163233
      17    18     1.0548140     0.0780699    -0.0163922
      18    18     1.0548790     0.0961781    -0.0164116
      19    18     1.0549077     0.1103327    -0.0164202
      20    18     1.0549320     0.1173855    -0.0164274
      21    18     1.0549439     0.1151911    -0.0164310
      22    18     1.0549037     0.1024357    -0.0164190
      23    18     1.0549143     0.0786598    -0.0164221
      24    18     1.0549156     0.0493105    -0.0164225
      25    18     1.0550879     0.0556000    -0.0164741
      26    18     1.0548730     0.1011884    -0.0164098
      27    18     1.0548021     0.1403386    -0.0163886
      28    18     1.0548295     0.1658427    -0.0163968
      29    18     1.0548164     0.1793601    -0.0163929
      30    18     1.0548403     0.1835107    -0.0164000
      31    18     1.0548132     0.1763198    -0.0163919
      32    18     1.0548083     0.1556849    -0.0163905
      33    18     1.0548039     0.1255499    -0.0163891
      34    18     1.0548161     0.0939343    -0.0163928
      35    18     1.0547786     0.0689604    -0.0163815
      36    18     1.0546237     0.0563269    -0.0163352
      37    18     1.0545967     0.0518032    -0.0163272
      38    18     1.0547475     0.0490277    -0.0163723
      39    18     1.0548486     0.0468610    -0.0164025
      40    18     1.0549795     0.0451230    -0.0164416
      41    18     1.0551568     0.0437649    -0.0164947
      42    18     1.0553799     0.0427872    -0.0165614
      43    18     1.0556079     0.0421973    -0.0166296
      44    18     1.0558228     0.0420026    -0.0166938
      45    18     1.0560606     0.0421660    -0.0167649
      46    18     1.0562016     0.0426248    -0.0168071
      47    18     1.0562571     0.0433405    -0.0168237
      48    18     1.0562542     0.0443007    -0.0168228
      49    18     1.0562696     0.0455244    -0.0168275
      50    18     1.0563243     0.0462252    -0.0168438
       1    19     1.0703926     0.0448418    -0.0210509
       2    19     1.0703926     0.0452814    -0.0210509
       3    19     1.0703403     0.0461987    -0.0210353
       4    19     1.0703271     0.0472074    -0.0210314
       5    19     1.0702702     0.0483308    -0.0210143
       6    19     1.0702599     0.0495781    -0.0210113
       7    19     1.0702309     0.0509394    -0.0210026
       8    19     1.0701896     0.0523891    -0.0209902
       9    19     1.0701973     0.0538876    -0.0209925
      10    19     1.0702021     0.0553960    -0.0209940
      11    19     1.0701518     0.0568913    -0.0209789
      12    19     1.0701320     0.0583708    -0.0209730
      13    19     1.0701346     0.0598518    -0.0209738
      14    19     1.0701316     0.0613708    -0.0209729
      15    19     1.0701532     0.0630667    -0.0209793
      16    19     1.0701361     0.0666690    -0.0209742
      17    19     1.0703331     0.0780852    -0.0210331
      18    19     1.0704540     0.0950028    -0.0210693
      19    19     1.0705011     0.1086879    -0.0210834
      20    19     1.0705296     0.1155869    -0.0210919
      21    19     1.0705456     0.1133198    -0.0210967
      22    19     1.0705045     0.1005808    -0.0210844
      23    19     1.0704880     0.0766052    -0.0210794
      24    19     1.0704898     0.0451413    -0.0210800
      25    19     1.0708911     0.0519452    -0.0212000
      26    19     1.0704789     0.1003686    -0.0210767
      27    19     1.0704092     0.1396512    -0.0210559
      28    19     1.0704003     0.1650404    -0.0210532
      29    19     1.0703978     0.1784969    -0.0210525
      30    19     1.0704168     0.1827165    -0.0210582
      31    19     1.0703772     0.1758255    -0.0210463
      32    19     1.0704055     0.1556058    -0.0210548
      33    19     1.0703687     0.1261345    -0.0210438
      34    19     1.0703928     0.0958592    -0.0210510
      35    19     1.0703380     0.0747418    -0.0210346
      36    19     1.0701686     0.0660968    -0.0209839
      37    19     1.0702273     0.0631460    -0.0210015
      38    19     1.0703386     0.0609760    -0.0210348
      39    19     1.0704981     0.0590956    -0.0210825
      40    19     1.0705273     0.0574031    -0.0210912
      41    19     1.0707589     0.0558521    -0.0211605
      42    19     1.0709324     0.0543982    -0.0212124
      43    19     1.0711293     0.0530391    -0.0212712
      44    19     1.0712798     0.0518105    -0.0213162
      45    19     1.0716175     0.0507246    -0.0214172
      46    19     1.0718509     0.0497742    -0.0214870
      47    19     1.0720429     0.0489876    -0.0215445
      48    19     1.0721776     0.0483925    -0.0215847
      49    19     1.0723233     0.0480236    -0.0216283
      50    19     1.0725093     0.0479168    -0.0216839
       1    20     1.0789436     0.0486431    -0.0236081
       2    20     1.0789436     0.0491005    -0.0236081
       3    20     1.0789091     0.0500463    -0.0235978
       4    20     1.0789282     0.0510728    -0.0236035
       5    20     1.0789095     0.0521995    -0.0235979
       6    20     1.0789125     0.0534327    -0.0235988
       7    20     1.0789232     0.0547591    -0.0236020
       8    20     1.0789124     0.0561488    -0.0235988
       9    20     1.0789348     0.0575625    -0.0236055
      10    20     1.0789379     0.0589664    -0.0236064
      11    20     1.0789147     0.0603453    -0.0235995
      12    20     1.0789150     0.0617011    -0.0235996
      13    20     1.0789207     0.0630520    -0.0236013
      14    20     1.0789166     0.0644292    -0.0236000
      15    20     1.0789453     0.0659466    -0.0236086
      16    20     1.0789260     0.0683820    -0.0236028
      17    20     1.0789114     0.0781534    -0.0235985
      18    20     1.0789268     0.0943694    -0.0236031
      19    20     1.0789538     0.1078019    -0.0236112
      20    20     1.0789528     0.1146091    -0.0236109
      21    20     1.0789631     0.1123082    -0.0236139
      22    20     1.0789333     0.0995873    -0.0236050
      23    20     1.0789067     0.0755198    -0.0235971
      24    20     1.0788612     0.0428288    -0.0235835
      25    20     1.0789543     0.0499896    -0.0236113
      26    20     1.0789726     0.0999516    -0.0236168
      27    20     1.0789275     0.1392829    -0.0236033
      28    20     1.0788650     0.1646051    -0.0235846
      29    20     1.0788542     0.1780282    -0.0235814
      30    20     1.0788628     0.1822918    -0.0235839
      31    20     1.0788464     0.1755665    -0.0235790
      32    20     1.0788670     0.1555773    -0.0235852
      33    20     1.0788650     0.1264867    -0.0235846
      34    20     1.0789447     0.0969978    -0.0236084
      35    20     1.0789679     0.0783640    -0.0236154
      36    20     1.0789496     0.0720623    -0.0236099
      37    20     1.0789234     0.0697956    -0.0236021
      38    20     1.0788751     0.0679876    -0.0235876
      39    20     1.0789732     0.0663639    -0.0236170
      40    20     1.0788296     0.0648454    -0.0235740
      41    20     1.0789245     0.0633921    -0.0236024
      42    20     1.0788990     0.0619633    -0.0235948
      43    20     1.0789391     0.0605360    -0.0236068
      44    20     1.0788220     0.0591169    -0.0235717
      45    20     1.0789190     0.0577116    -0.0236008
      46    20     1.0788964     0.0563186    -0.0235940
      47    20     1.0788990     0.0549718    -0.0235948
      48    20     1.0788611     0.0536961    -0.0235834
      49    20     1.0788336     0.0525360    -0.0235752
      50    20     1.0789271     0.0520016    -0.0236032
       1    21     0.9801367     0.0450478     0.0059401
       2    21     0.9801358     0.0445000     0.0059404
       3    21     0.9800646     0.0433499     0.0059617
       4    21     0.9801281     0.0420580     0.0059427
       5    21     0.9801428     0.0405791     0.0059383
       6    21     0.9801121     0.0388579     0.0059475
       7    21     0.9801201     0.0368674     0.0059451
       8    21     0.9801190     0.0345847     0.0059454
       9    21     0.9801039     0.0319778     0.0059499
      10    21     0.9801198     0.0290793     0.0059452
      11    21     0.9801252     0.0262007     0.0059436
      12    21     0.9801236     0.0239406     0.0059440
      13    21     0.9801186     0.0227619     0.0059455
      14    21     0.9801582     0.0229444     0.0059337
      15    21     0.9800690     0.0246859     0.0059604
      16    21     0.9801541     0.0279851     0.0059349
      17    21     0.9800737     0.0324267     0.0059590
      18    21     0.9800985     0.0371509     0.0059516
      19    21     0.9801417     0.0416089     0.0059386
      20    21     0.9801311     0.0456426     0.0059418
      21    21     0.9800725     0.0492275     0.0059593
      22    21     0.9800281     0.0524254     0.0059726
      23    21     0.9801863     0.0553513     0.0059253
      24    21     0.9800612     0.0581024     0.0059627
      25    21     0.9801317     0.0607908     0.0059416
      26    21     0.9800968     0.0621495     0.0059521
       1    22     0.9823408     0.0443047     0.0052810
       2    22     0.9823402     0.0437462     0.0052812
       3    22     0.9822887     0.0425766     0.0052966
       4    22     0.9823165     0.0412632     0.0052882
       5    22     0.9823235     0.0397563     0.0052862
       6    22     0.9823352     0.0380186     0.0052827
       7    22     0.9822924     0.0360178     0.0052954
       8    22     0.9823221     0.0337097     0.0052866
       9    22     0.9822900     0.0310503     0.0052962
      10    22     0.9823380     0.0280608     0.0052818
      11    22     0.9823306     0.0250744     0.0052840
      12    22     0.9823378     0.0227107     0.0052819
      13    22     0.9823639     0.0214791     0.0052741
      14    22     0.9823656     0.0216817     0.0052736
      15    22     0.9822819     0.0235395     0.0052986
      16    22     0.9823653     0.0270455     0.0052737
      17    22     0.9822687     0.0316790     0.0053025
      18    22     0.9822996     0.0365267     0.0052933
      19    22     0.9823245     0.0410528     0.0052859
      20    22     0.9823166     0.0451199     0.0052882
      21    22     0.9822592     0.0487268     0.0053054
      22    22     0.9822272     0.0519425     0.0053150
      23    22     0.9823365     0.0548825     0.0052823
      24    22     0.9822316     0.0576441     0.0053136
      25    22     0.9823122     0.0603455     0.0052895
      26    22     0.9822381     0.0617133     0.0053117
       1    23     0.9862271     0.0429478     0.0041188
       2    23     0.9862270     0.0423676     0.0041188
       3    23     0.9862270     0.0411542     0.0041188
       4    23     0.9862468     0.0398041     0.0041129
       5    23     0.9862196     0.0382681     0.0041210
       6    23     0.9862497     0.0365052     0.0041120
       7    23     0.9862277     0.0344745     0.0041186
       8    23     0.9862107     0.0321060     0.0041237
       9    23     0.9862234     0.0293258     0.0041199
      10    23     0.9862475     0.0261528     0.0041127
      11    23     0.9862501     0.0229570     0.0041119
      12    23     0.9862313     0.0203725     0.0041175
      13    23     0.9863050     0.0190018     0.0040955
      14    23     0.9862475     0.0192346     0.0041127
      15    23     0.9862044     0.0213653     0.0041256
      16    23     0.9862321     0.0253290     0.0041173
      17    23     0.9861723     0.0303358     0.0041352
      18    23     0.9862419     0.0354018     0.0041144
      19    23     0.9862330     0.0400478     0.0041170
      20    23     0.9862454     0.0441722     0.0041133
      21    23     0.9862068     0.0478102     0.0041249
      22    23     0.9861501     0.0510564     0.0041418
      23    23     0.9862158     0.0540172     0.0041222
      24    23     0.9861608     0.0567987     0.0041386
      25    23     0.9861987     0.0595241     0.0041273
      26    23     0.9861568     0.0609057     0.0041398
       1    24     0.9894590     0.0417693     0.0031523
       2    24     0.9894591     0.0411724     0.0031523
       3    24     0.9894785     0.0399332     0.0031465
       4    24     0.9894576     0.0385618     0.0031527
       5    24     0.9894732     0.0370046     0.0031481
       6    24     0.9894663     0.0352186     0.0031501
       7    24     0.9894944     0.0331527     0.0031417
       8    24     0.9894675     0.0307139     0.0031497
       9    24     0.9894834     0.0278133     0.0031450
      10    24     0.9894976     0.0244839     0.0031407
      11    24     0.9894998     0.0210786     0.0031401
      12    24     0.9894614     0.0182290     0.0031516
      13    24     0.9895201     0.0166715     0.0031340
      14    24     0.9894508     0.0169143     0.0031547
      15    24     0.9895007     0.0193869     0.0031398
      16    24     0.9894295     0.0238615     0.0031611
      17    24     0.9894569     0.0292225     0.0031529
      18    24     0.9894743     0.0344708     0.0031477
      19    24     0.9894292     0.0392027     0.0031612
      20    24     0.9894544     0.0433713     0.0031537
      21    24     0.9894561     0.0470337     0.0031532
      22    24     0.9893895     0.0503001     0.0031731
      23    24     0.9894536     0.0532796     0.0031539
      24    24     0.9894143     0.0560806     0.0031656
      25    24     0.9894182     0.0588296     0.0031645
      26    24     0.9894442     0.0602249     0.0031567
       1    25     0.9921221     0.0407716     0.0023559
       2    25     0.9921222     0.0401637     0.0023558
       3    25     0.9921421     0.0389064     0.0023499
       4    25     0.9920996     0.0375152     0.0023626
       5    25     0.9921456     0.0359393     0.0023489
       6    25     0.9921027     0.0341353     0.0023617
       7    25     0.9921382     0.0320300     0.0023511
       8    25     0.9921493     0.0295219     0.0023477
       9    25     0.9921502     0.0265233     0.0023475
      10    25     0.9921704     0.0230714     0.0023415
      11    25     0.9921091     0.0194367     0.0023598
      12    25     0.9921453     0.0162648     0.0023490
      13    25     0.9921289     0.0144664     0.0023538
      14    25     0.9920978     0.0147322     0.0023632
      15    25     0.9921885     0.0176339     0.0023360
      16    25     0.9920788     0.0226439     0.0023688
      17    25     0.9921379     0.0283167     0.0023512
      18    25     0.9920971     0.0337005     0.0023634
      19    25     0.9920621     0.0384903     0.0023738
      20    25     0.9920798     0.0426944     0.0023685
      21    25     0.9921376     0.0463830     0.0023513
      22    25     0.9920664     0.0496676     0.0023725
      23    25     0.9920928     0.0526677     0.0023647
      24    25     0.9920576     0.0554895     0.0023752
      25    25     0.9920866     0.0582658     0.0023665
      26    25     0.9920953     0.0596755     0.0023639
       1    26     0.9942539     0.0399590     0.0017184
       2    26     0.9942543     0.0393402     0.0017183
       3    26     0.9943003     0.0380618     0.0017045
       4    26     0.9942720     0.0366532     0.0017130
       5    26     0.9942910     0.0350582     0.0017073
       6    26     0.9942631     0.0332316     0.0017156
       7    26     0.9942548     0.0310891     0.0017181
       8    26     0.9943029     0.0285156     0.0017037
       9    26     0.9943038     0.0254451     0.0017035
      10    26     0.9943038     0.0218869     0.0017035
      11    26     0.9942581     0.0180256     0.0017171
      12    26     0.9943085     0.0144728     0.0017020
      13    26     0.9942840     0.0123417     0.0017094
      14    26     0.9942866     0.0127058     0.0017086
      15    26     0.9942868     0.0161368     0.0017085
      16    26     0.9942366     0.0216592     0.0017235
      17    26     0.9942738     0.0275776     0.0017124
      18    26     0.9942194     0.0330490     0.0017287
      19    26     0.9942258     0.0378755     0.0017268
      20    26     0.9942420     0.0421080     0.0017219
      21    26     0.9943288     0.0458248     0.0016960
      22    26     0.9942275     0.0491298     0.0017263
      23    26     0.9942051     0.0521531     0.0017330
      24    26     0.9942264     0.0550012     0.0017266
      25    26     0.9942306     0.0578096     0.0017253
      26    26     0.9942178     0.0592364     0.0017292
       1    27     0.9960083     0.0392792     0.0011937
       2    27     0.9960084     0.0386513     0.0011937
       3    27     0.9960247     0.0373562     0.0011888
       4    27     0.9959736     0.0359291     0.0012041
       5    27     0.9960225     0.0343144     0.0011895
       6    27     0.9960062     0.0324667     0.0011943
       7    27     0.9959820     0.0302825     0.0012016
       8    27     0.9960217     0.0276603     0.0011897
       9    27     0.9960303     0.0245403     0.0011871
      10    27     0.9960120     0.0209040     0.0011926
      11    27     0.9959887     0.0168427     0.0011996
      12    27     0.9960449     0.0128887     0.0011828
      13    27     0.9960167     0.0103595     0.0011912
      14    27     0.9960422     0.0108298     0.0011836
      15    27     0.9959824     0.0148639     0.0012015
      16    27     0.9959820     0.0208727     0.0012016
      17    27     0.9959918     0.0269722     0.0011986
      18    27     0.9959321     0.0324873     0.0012165
      19    27     0.9959351     0.0373321     0.0012156
      20    27     0.9959572     0.0415836     0.0012090
      21    27     0.9960344     0.0453283     0.0011859
      22    27     0.9959356     0.0486597     0.0012155
      23    27     0.9959395     0.0517102     0.0012143
      24    27     0.9959899     0.0545874     0.0011992
      25    27     0.9959410     0.0574300     0.0012139
      26    27     0.9959599     0.0588769     0.0012082
       1    28     0.9974264     0.0387234     0.0007696
       2    28     0.9974258     0.0380868     0.0007698
       3    28     0.9973691     0.0367721     0.0007868
       4    28     0.9973819     0.0353235     0.0007829
       5    28     0.9974129     0.0336916     0.0007737
       6    28     0.9973896     0.0318147     0.0007806
       7    28     0.9974170     0.0295897     0.0007724
       8    28     0.9973891     0.0269330     0.0007808
       9    28     0.9974214     0.0237840     0.0007711
      10    28     0.9974128     0.0201031     0.0007737
      11    28     0.9973818     0.0158818     0.0007830
      12    28     0.9974472     0.0115312     0.0007634
      13    28     0.9973961     0.0085239     0.0007787
      14    28     0.9974268     0.0090963     0.0007695
      15    28     0.9973700     0.0137995     0.0007865
      16    28     0.9974271     0.0202581     0.0007694
      17    28     0.9973498     0.0264764     0.0007925
      18    28     0.9973390     0.0320006     0.0007958
      19    28     0.9973208     0.0368413     0.0008012
      20    28     0.9973251     0.0411006     0.0007999
      21    28     0.9973962     0.0448700     0.0007787
      22    28     0.9973256     0.0482329     0.0007998
      23    28     0.9973641     0.0513168     0.0007883
      24    28     0.9973952     0.0542281     0.0007790
      25    28     0.9973102     0.0571107     0.0008044
      26    28     0.9973958     0.0585814     0.0007788
       1    29     0.9985595     0.0382750     0.0004308
       2    29     0.9985590     0.0376256     0.0004309
       3    29     0.9985107     0.0362844     0.0004454
       4    29     0.9985633     0.0348118     0.0004297
       5    29     0.9985176     0.0331564     0.0004433
       6    29     0.9985604     0.0312452     0.0004305
       7    29     0.9985459     0.0289891     0.0004349
       8    29     0.9985529     0.0263166     0.0004328
       9    29     0.9985196     0.0231655     0.0004427
      10    29     0.9985498     0.0194739     0.0004337
      11    29     0.9985589     0.0151460     0.0004310
      12    29     0.9985945     0.0103941     0.0004203
      13    29     0.9985600     0.0066795     0.0004306
      14    29     0.9985995     0.0074060     0.0004188
      15    29     0.9985033     0.0129676     0.0004476
      16    29     0.9985722     0.0198038     0.0004270
      17    29     0.9984728     0.0260831     0.0004567
      18    29     0.9984887     0.0315911     0.0004520
      19    29     0.9984797     0.0364065     0.0004546
      20    29     0.9984753     0.0406530     0.0004560
      21    29     0.9985507     0.0444306     0.0004334
      22    29     0.9984942     0.0478197     0.0004503
      23    29     0.9985163     0.0509426     0.0004437
      24    29     0.9985278     0.0539025     0.0004403
      25    29     0.9984551     0.0568407     0.0004620
      26    29     0.9985623     0.0583418     0.0004300
       1    30     0.9995282     0.0378885     0.0001411
       2    30     0.9995282     0.0372146     0.0001411
       3    30     0.9995311     0.0358357     0.0001402
       4    30     0.9995523     0.0343451     0.0001339
       5    30     0.9994869     0.0326811     0.0001534
       6    30     0.9995742     0.0307626     0.0001274
       7    30     0.9994939     0.0285093     0.0001513
       8    30     0.9995511     0.0258511     0.0001342
       9    30     0.9995090     0.0227232     0.0001468
      10    30     0.9994853     0.0190484     0.0001539
      11    30     0.9995122     0.0146796     0.0001459
      12    30     0.9995546     0.0096176     0.0001332
      13    30     0.9995106     0.0044602     0.0001464
      14    30     0.9997658     0.0053475     0.0000700
      15    30     0.9994923     0.0124375     0.0001518
      16    30     0.9994898     0.0195230     0.0001526
      17    30     0.9994606     0.0258224     0.0001613
      18    30     0.9994664     0.0313031     0.0001596
      19    30     0.9994737     0.0360799     0.0001574
      20    30     0.9994812     0.0402862     0.0001552
      21    30     0.9995630     0.0440278     0.0001307
      22    30     0.9994890     0.0473974     0.0001528
      23    30     0.9994933     0.0505296     0.0001515
      24    30     0.9994756     0.0535422     0.0001568
      25    30     0.9994654     0.0565785     0.0001599
      26    30     0.9995509     0.0581394     0.0001343
